id,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,passage
27,1,0,0,0,1,0,0,0,0,"In the early 19th century, Thomas Jefferson relied on elaborate mathematical equations to determine when a “mulatto” legally became a white person. Charles W. Chesnutt, a racially ambiguous writer, asked “What Is a White Man?” in an 1889 essay and poked fun at the laws that allowed a person to change his or her racial designation by walking across a state line. How was it possible, Chesnutt wondered, that the same person could be classified as black in North Carolina but white in South Carolina? Even W. E. B. Du Bois had trouble formulating a theoretically accurate account of racial identity, so he put it simply: A black man is “a person who must ride ‘Jim Crow’ in Georgia.” But his statement still leaves us with a puzzle: What would a black man be without Jim Crow to define him?"
31,0,0,0,0,0,0,0,0,0,"Some Ghanaians and Americans here say that the recent tributes paid Du Bois are part of an attempt by Ghana's Government to rehabilitate Kwame Nkrumah, Ghana's first President. Mr. Nkrumah, a Socialist, was overthrown in a 1966 army coup and died in exile. Ghana's current Government is reviewing designs for Accra's first large memorial to Mr. Nkrumah."
25,1,0,0,1,1,0,0,0,0,"In 1903, Dr. W. E. B. Du Bois wrote that the problem of the 20th century is the problem of the color line. Unfortunately, it looks as though that will be true for the next century, at least. The color line will not disappear without the unremitting efforts of all true democrats, and there is no comprehensive guidebook for the travel ahead. Intelligence is the ability to solve new problems."
19,0,1,0,1,1,0,0,0,0,"Consider them, instead, the grandchildren of Du Bois’s “talented 10th,” taking their cues, wittingly or unwittingly, from the challenge that he and the civil rights activists of the ’60s issued to black leadership. Many of today’s black activists are the children of middle- and upper-middle-class parents — the affirmative action generation — and may be realizing, as Charlayne Hunter-Gault put it to me, “that privilege doesn’t always translate as they thought it would.”"
18,0,0,0,0,1,0,0,0,0,"Du Bois, by his own account, is “astonished” by the idea that the evil of history must be “forgotten, distorted, skimmed over.”"
24,1,0,0,0,1,0,0,0,1,"Orlando Patterson (Op-Ed, Nov. 2) asserts that for many African-Americans and some scholars ''Jefferson's contradictions were . . . more reason for a separatist interpretation'' of America's racist legacy. Yet any serious reading of the work of mainstream black intellectuals whose lives were devoted to inclusion rather than separatism, like Frederick Douglass, W. E. B. Du Bois and the Rev. Dr. Martin Luther King Jr., would not support that assertion."
30,1,0,0,0,0,0,1,0,1,"The late C. Wright Mills—isolated and harassed because of his radicalism —once remarked that all social science for the past century and a halt is a dialogue with Marx. I think he was right. One will find upon examining the writings of American scholars such as Charles A. Beard, John R. Commons, Albion W. Small, Thorstein Veblen, W. E. B. Du Bois and E. R. A. Seligman that though most did not find Marxism fully persuasive, they all treated Marxism as one of the most illuminating forms of thought in existence"
29,0,0,0,0,0,0,0,0,0,"""The Remaking"" includes Mr. Smith's gibes at the State Department of Higher Education for what he says was its lack of financing and conveys immense pride for his college's response to the county's changing demographic and financial needs. W. E. B. Du Bois And His Times"
15,1,0,0,1,1,0,0,0,0,"In that era, many slaves conceived of death as a kind of emancipation — one that might bring the soul home to Africa. W. E. B. Du Bois described this feeling in “The Souls of Black Folk,” writing, “Of death the Negro showed little fear, but talked of it familiarly and even fondly as simply crossing the waters, perhaps — who knows? — back to his ancient forests again.”"
14,0,1,0,0,1,1,0,1,0,"The same year Mr. Wilkins succeeded W. E. B. Du Bois as editor of The Crisis, the official N.A.A.C.P. magazine, while continuing as a writer, lecturer and organizer for the association. In 1949 his mentor, Mr. White, took a year's leave and Mr. Wilkins became acting executive secretary. On Mr. White's return, Mr. Wilkins became administrator of internal affairs, a post he held until Mr. White died in 1955. At that time the N.A.A.C.P. board voted unanimously to make Mr. Wilkins executive secretary, a title later changed to executive director. p.u. 1st add WILKINS OBIT"
28,1,0,0,1,1,0,0,0,0,"The term “abolition-democracy” began with Du Bois and is worth further exploration. Abolition-democracy, Du Bois writes, was the “liberal movement among both laborers and small capitalists” who saw “the danger of slavery to both capital and labor.” Its standard-bearers were abolitionists like Wendell Phillips and radical antislavery politicians like Charles Sumner and Thaddeus Stevens, and in its eyes, “the only real object” of the Civil War was the abolition of slavery and “it was convinced that this could be thoroughly accomplished only if the emancipated Negroes became free citizens and voters.” It was also clear to some within abolition-democracy that “freedom in order to be free required a minimum of capital in addition to political rights.” In this way, abolition-democracy was an anticipation of social democratic ideology, although few of its proponents, in Du Bois’s view, grasped the full significance of their analysis of the relationship between political freedom, civil rights and economic security. Opposing abolition-democracy, in Du Bois’s telling, were the reactionaries of the former Confederate South who sought to “re-establish slavery by force.” The South, he writes, “opposed Negro education, opposed land and capital for Negroes, and violently and bitterly opposed any political power. It fought every conception inch by inch: no real emancipation, limited civil rights, no Negro schools, no votes for Negroes.” Between these two sides lay Northern industry and capital. It wanted profits and it would join whichever force enabled it to expand its power and reach. Initially, this meant abolition-democracy, as Northern industry feared the return of a South that might threaten its political and economic dominance. It “swung inevitably toward democracy” rather than allow the “continuation of Southern oligarchy,” Du Bois writes."
16,0,0,1,0,0,0,1,0,0,"Two years later, West returned to Harvard as a Du Bois Fellow. Instead of writing his thesis, he devoted himself to literature. Like any aspiring literary intellectual, West had to write a novel: his was about the dilemma of a black intellectual who wants to write but recognizes that the great riches of the black tradition lie primarily in its music and oratory. The protagonist goes deaf and, unable to hear the music that has sustained him, tries to recapture it with his pen. The novel was never published. While a Du Bois Fellow, West was married and had a son, Clifton, supporting his family by teaching. (That marriage and a later one both ended in divorce.) ""The first thing I ever taught was a class on 'Antigone,' in which a student thought I was a janitor and asked me to get more chairs. I brought the chairs in, and when the rest of the class got there, I stood up and started to lecture on Antigone's famous love song about human beings being so noble on the one hand and so cruel on the other."""
17,0,1,0,0,1,1,0,0,0,"But in this West African city, where streets are named for African states and for leaders of the African independence movement, Du Bois is revered as the father of Pan-Africanism. ''Du Bois still has great influence on us,'' Ghana's Foreign Minister, Obed Asamoah, said in an interview here. Ghana's Pan-Africanist foreign policy was evident last October, when the Government declared five days of mourning in honor of Samora M. Machel, the Mozambique leader who was killed in a plane crash in South Africa. Seeds of African Independence In the first half of this century, Du Bois organized five Pan-African congresses, meetings that planted the seeds for the crop of independent nations that sprang up in Africa in the 1960's. Almost a quarter of a century after Du Bois's death, the Pan-Africanist outlook can be seen in the joint pressure mounted by Africans and black Americans to win majority rule for South-West African, known as Namibia, and South Africa. Pan-Africanists have also encountered setbacks. For now, Du Bois's ideal of a United States of Africa seems far out of reach. One symbol of modern Africa's nationalist rivalries was Nigeria's abrupt expulsion - enforced with pistols and whips - of a million illegal workers from Ghana in 1983. The center, which is gathering his books, papers and other memorabilia, is in his bungalow on a quiet residential street here. The one-story Du Bois house has overhanging eaves to block the afternoon sun, ceiling fans to cool the interior and holes cut in closets to reduce mildew."
13,1,0,0,1,1,0,0,0,0,"Last fall, around the same time that Republican lawmakers in several states were drafting and championing these bills, the Library of America — a nonprofit publisher of significant works in American writing and literature — released its edition of W.E.B. Du Bois’s groundbreaking “Black Reconstruction in America: An Essay Toward a History of the Part which Black Folk Played in the Attempt to Reconstruct Democracy in America, 1860-1880.” There is no direct connection between the book’s republication and the wave of educational gag orders around race and racism. Nonetheless, there is something fortuitous in how Du Bois, writing from 1935, comments on and critiques the politics of history in 2022. The concluding chapter of “Black Reconstruction,” “The Propaganda of History,” is a polemical essay on the uses and abuses of historical narrative as well as a heated attack on the mainstream of American history writing as it existed in the 1920s and ’30s, when Du Bois’s book was conceived, researched and written. Du Bois excoriates those historians for acting less as “scientists” in search of something like objective truth and more as propagandists for a social and economic order of segregation, violence and exploitation:"
12,0,1,0,0,1,0,0,0,1,"Americans are not so inherently virtuous that they can safely disregard the moral discipline that international oversight provides. Wells-Barnett, Du Bois and Robeson understood that from brutal, firsthand experience. Now that Mr. Biden and other white Democrats are tasting disenfranchisement themselves, they need to learn that lesson, too."
10,0,0,0,0,0,0,0,0,0,"When reading Plato about justice, for example, an automobile mechanic may just awaken to a profound and unexpected sense of the good. A Blue Cross customer representative may find W. E. B. Du Bois no less inspiring than Mr. Levine found John Keats."
38,0,1,0,1,1,0,0,0,0,"'I believe one of the main civil rights challenges of this new millennium is the challenge of ensuring equal access to technology,'' he said. ''W. E. B. Du Bois said, 'The problem of the 20th century is the problem of the color line.' At the dawn of this century, our challenge is preventing the color line from determining who is online.''"
39,0,0,0,0,1,0,1,0,1,"Writing in Black Commentator, an online journal, Professor Kilson called the use of the epithet an insult to black people and to former Harvard teachers like Du Bois, Ralph J. Bunche and John Hope Franklin."
11,0,0,1,0,0,0,0,1,0,"Du Bois' great-grandfather, Tom Burghardt, probably came to the Berkshires with a Dutch family, Mr. Paynter said. Burghardt was freed from slavery in the 1780's because he fought in the Revolutionary War. W. E. B. Du Bois was born in the village of Great Barrington in 1868, and died in self-exile in Ghana. He was given the house for his 60th birthday by friends, who included Clarence Darrow, the lawyer. Du Bois later sold the house because he could not afford to keep it up, and the property was eventually turned over to the Du Bois Foundation, which dedicated it as a memorial park in 1969."
76,1,0,1,0,0,1,1,0,0,"“We are living through an era of the ascendance of biology, and we have to be very careful,” said Henry Louis Gates Jr., director of the W. E. B. Du Bois Institute for African and African American Research at Harvard University. “We will all be walking a fine line between using biology and allowing it to be abused.”"
62,0,0,0,0,0,0,0,0,0,"SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200."
89,0,0,0,0,0,0,0,0,1,"The 68 photographs in the exhibit provide a broad view of black Americans from before the Civil War through the early 1980's. Images of anonymous families, workers and soldiers are shown as well as portraits of public figures like W. E. B. Du Bois, the Rev. Dr. Martin Luther King Jr. and Marian Anderson."
88,1,0,0,0,0,0,0,0,0,"W. E. B. Du Bois, the remarkable scholar, polemicist and spokesman for American blacks, left a heritage of papers that also covered the years from the eighteen‐nineties to the nine‐teen‐sixties. As with Mr. Russell, there has been a growing scholarly interest in his life and influence, and the availability of his papers is certain to increase this interest enormously. Yet the University of Massachusetts outbid all rivals for this magnificent collection when it agreed to. pay his widow for all of them the sum of $150,000. When a commercial transaction occurs, as in the sale of the Russell and Du Bois papers, the amount paid establishes a basis for figuring taxes. Even here one would look for the intrusion of sentiment—Mr. Russell was Mr. Eaton's friend and McMaster was Mr. Eaton's alma mater—since a political patron might feign an offer to purchase the papers of a public figure like Mr. Nixon. While there would be a need for sophisticated examination, it would be pertinent in such cases to know the number and amounts of serious competitive bids."
63,1,0,0,1,0,0,0,0,0,"“Black Reconstruction in America, 1860-1880” by W. E. B. Du Bois"
77,0,0,0,0,0,0,0,0,1,"It was “Leave It to Beaver,” but black, to hear Mr. Walcott describe his childhood in the Addisleigh Park section of southeast Queens, a destination for ambitious émigrés from Harlem and Brooklyn that was already dotted with celebrities like John Coltrane, Ella Fitzgerald, and W. E. B. Du Bois."
118,0,1,0,0,1,0,0,0,0,"Sara Lee, Dr. Lee's wife, remembers discussing with Du Bois on Aug. 27, 1963, plans for a march to be held here to coincide with the Aug. 28 march on Washington led by the Rev. Martin Luther King Jr. That evening, Du Bois died, and in Washington, many people learned of his death as they marched."
49,0,0,0,0,0,0,0,0,0,"Sowell considers West Indians and educated blacks whose genealogy can be traced to freedmen as a group “atypical of the black population” and that they have dissimilar interest from that of poor blacks. As an example he selects the radical W.E.B. Du Bois as the “free person of color,” but his contemporary, the conservatively‐oriented ex‐slave Booker T. Washington, who wielded far more power than Du Bois, is conveniently ignored since he does not fit the Sowell thesis."
61,0,0,1,0,1,1,1,0,1,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum."
75,0,1,0,0,1,1,0,0,0,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories."
74,1,0,0,1,0,0,0,0,0,"“I learned that Haynes had been a protégé of W. E. B. Du Bois, who used to visit our house,” Bruce Haynes said. “He was the first African-American to earn a Ph.D. from Columbia University.
                                        He was also the first prominent black labor economist and one of the first black urban sociologists in the country. I learned that he was the first scholar to examine the Great Migration in sociological terms and
                                        to predict the flood of southern Negro migrants to the urban North, and that he founded the Social Sciences Department at Fisk University.”"
60,1,0,0,1,1,0,0,0,0,"Early in this century, the black historian and sociologist W. E. B. Du Bois complained, that “sociologists gleefully count . . . bastards,” reminding them that “to be a poor man is hard, but to be a poor race in a land of dollars is the very bottom of hardships.” That is still true."
48,1,0,0,1,0,0,1,0,0,"Professor Stuckey once said in an interview that while growing up he was most inspired by two books, Du Bois’s “The Souls of Black Folk"" (1903) and “Folk Songs of North America” (1960), by the ethnomusicologist Alan Lomax."
119,1,0,0,0,1,0,0,0,0,"But she invoked her role model, W. E. B. Du Bois. ''Like him, I went to Harvard because it was a great opportunity for me as a black female scholar, and I accepted the reality of racial and sex discrimination,'' she wrote. ''In its role as nurturer of scholars, Harvard never let me down!''"
109,0,0,0,0,0,1,0,0,1,"In Lynchburg, Ota Benga had his teeth capped and became known as Otto Bingo. He spent a lot of time in the woods, hunting with bow and arrow, and gathering plants and herbs. He did odd jobs and worked in a tobacco factory. He became friendly with the poet Anne Spencer, who lived in Lynchburg, and through her met both W. E. B. Du Bois and Booker T. Washington."
64,0,0,0,0,1,0,0,1,1,"In April, Chavis, who is 46, completed his first year as executive director of the Baltimore-based N.A.A.C.P., and it is fair to say that in that short time Chavis has not punked out. He has placed himself at the epicenter of a vigorous, heated debate over what direction the once-vital civil rights movement should take. In the simplest of terms, the debate has pitted longtime integrationists against a growing black nationalist sentiment. It is what one historian calls ""a timeless conundrum"" that ripens with each new generation of black leaders. W. E .B. Du Bois debated Booker T. Washington on just that subject; the Rev. Martin Luther King Jr. tangled with Malcolm X."
70,1,0,1,1,0,1,1,0,0,"Whether you accept his notion of the field in general, it's hard not to be stunned by how much is now going on in the department and the Du Bois Institute. Mr. Gates and Mr. Appiah, as co-editors, are hard at work on a breathtakingly ambitious revival of Du Bois' greatest dream, an Encyclopedia Africana of the entire African experience, both on the continent and around the world. There are already parts of a pilot version on CD-ROM with plans to eventually do the work on line, on disk and in print. In 1994, Harvard became home to the Image of the Black in Western Art photo archive, started in 1960 by Jean and Dominique de Menil of Houston, which documents 5,000 years of the representation of blacks in Western art in various media."
58,0,1,0,0,1,0,0,0,0,"Victory would anoint New York a world capital, but the fruits were ephemeral and, for some, illusory. In 1919, W. E. B. Du Bois hailed returning blacks from the 369th Infantry Regiment as “soldiers of democracy” who should “return fighting” for that ideal at home. It would be a long time coming."
59,0,0,1,0,0,0,1,1,0,"Mr. Morgan said Dr. Jeffries called The Crimson a ""Jewish newspaper"" and made derogatory comments about Henry Louis Gates Jr., director of Harvard's W. E. B. Du Bois Institute for African-American Research."
71,1,0,0,0,0,0,0,0,1,"He was the author or co-author of 10 books, among them ''Children of Bondage,'' ''Deep South,'' ''Father of the Man'' and ''Social-Class Influences Upon Learning.'' His latest work, ''Leadership, Love & Aggression,'' published last September by Harcourt Brace Jovanovich, is a psychological study of four black leaders: Frederick Douglass, W. E. B. Du Bois, Richard Wright and the Rev. Dr. Martin Luther King Jr."
65,0,0,0,0,0,0,0,0,0,'Should Frederick Douglass have checked white and black?'' Mr. Gelobter said. ''Should W. E. B. Du Bois have checked white and black? He practically looked white.''
108,0,0,1,0,0,0,1,0,0,"David Turnley, The Detroit Free Press, photographic correspondent based in Paris; will also take classes at the W. E. B. Du Bois Institute for Afro-American Research and the Kennedy School of Government; Russian, film making and drama."
73,0,0,0,0,1,0,0,1,1,"During every service, I watched as my father, in high Baptist style, ""picture painted"" the stories of Moses and Job, Ruth and Esther. I listened as he moaned and hummed and sang the tales of W. E. B. Du Bois and Frederick Douglass, the Scottsboro Boys and Emmett Till. I clapped for joy as he brought the worshipers to their feet with promises of survival now and salvation later. In that place, at that time, we knew what glory was."
67,0,0,0,0,0,0,0,0,0,"The formal portraits, like those of W. E. B. Du Bois and the sculptor Richmond Barthe, are stylized paragons rather than flesh-and-blood people; however admirable, they are remote from their audience. In contrast, the athletes, dancers, singers, actors and musicians, on duty and off, are accessible and inviting. Bill Robinson's fancy footwork, Marian Anderson's commanding stage presence and Fats Waller's cheerful vulgarity brim over with human energy that communicates across the racial divide and bridges the gap between their era and the present."
98,1,1,0,0,1,0,0,0,0,"Shortly after the dawn of the 20th century, the scholar W.E.B. Du Bois took on a fellow black civic leader, Booker T. Washington, for what he described as submitting to white domination and accepting “the alleged inferiority of the Negro races.”"
99,0,0,0,0,1,0,0,1,0,"''It sets me apart, but not radically,'' Mr. Bond said of his personal background. ''I think for people of my age and generation, this was a normal experience -- not to have W. E. B. Du Bois in your home, but to have his name in your home, to know about him in your home, to have grown up in this movement. This was dinner table conversation for us.''"
66,1,1,0,1,1,1,0,1,0,"The Marcus Garvey move ment, which reached its ze nith in the early nineteen twenties, saw thousands of blacks rally to the banner of “Back to Africa” and the cre ation of a black empire on that continent. Even some blacks who vehemently dis agreed with Garvey about his African plans nonetheless felt that the development of sepa rate black organizations and institutions in this country was the wisest course to pur sue. This issue was perhaps the major one dividing Dr. W. E. B. Du Bois and the or ganization he helped to found, the N.A.A.C.P. In the nineteen‐thirties, Du Bois be gan to advocate a particular kind of black economic na tionalism. While he denied that it was either nationalism or a segregated economy he was proposing, he did say: “The only thing that we not only can, but must, do is vol untarily and insistently to or ganize our economic and so cial power, no matter how much segregation it involves. Learn to associate with our selves and to train ourselves for effective association. Or ganize our strength as con sumers; learn to cooperate and use machines and power as producers; train ourselves in methods of democratic con trol within our own group. Run and support our own in stitution.”"
72,0,0,1,0,0,0,0,0,0,"To the Editor: Concerning ""Once a Hub of Strife, Boston Woos Black Tourists""(Dec. 8), an African-American heritage trail can be found closer to New York. The newly designated Upper Housatonic Valley National Heritage Area recently published a guidebook, ""African American Heritage in the Upper Housatonic Valley,"" which describes the rich heritage in northwestern Connecticut and the Berkshires of Massachusetts. Among the sites are the W. E. B. Du Bois River Garden in Great Barrington, Mass., Du Bois's hometown, and the Col. John Ashley House in Sheffield, Mass., where in the early 1780s Elizabeth Freeman, also known as Mumbet, began the fight that helped end slavery in Massachusetts. For more information, see www.africanamericantrail.org."
